Store,ABC_Class,XYZ_Class,Avg_Daily_Sales,Std_Daily_Sales,Total_Revenue,Days_In_Data,CV,Store_MAPE,Safety_Stock,Reorder_Point,EOQ_Days,Annual_SS_Cost,Current_SS,Current_SS_Cost,SS_Reduction,Annual_Cost_Saving,Inventory_Policy
275,A,Y,7672.902380952381,1654.0700572136998,3222619,420,0.21557293121828983,7.680674285329739,39968.270753215125,93678.58741988179,7.6,9992.067688303781,107420.63333333333,26855.158333333333,67452.3625801182,16863.09064502955,Safety stock + promo buffer. Weekly review. 99% SL.
276,C,Y,4191.114583333333,1273.3672638272733,2414082,576,0.3038254475053082,7.680674285329739,12471.044883526843,41808.846966860176,10.2,3117.761220881711,58675.604166666664,14668.901041666666,46204.559283139824,11551.139820784956,Min-max + buffer. Monthly review. 90% SL.
277,B,Y,6534.488095238095,1686.53222965699,2744485,420,0.2580970697438448,7.680674285329739,24461.840002370274,70203.25666903694,8.2,6115.460000592569,91482.83333333334,22870.708333333336,67020.99333096307,16755.248332740768,Standard + variability buffer. Fortnightly. 95% SL.
278,A,Y,7174.368965517241,1847.1503446067852,4161134,580,0.25746520056117767,7.680674285329739,37965.9409731309,88186.52373175159,7.8,9491.485243282725,100441.16551724137,25110.291379310343,62475.224544110475,15618.806136027619,Safety stock + promo buffer. Weekly review. 99% SL.
279,A,Y,8471.933491686461,2864.567841643071,3566684,421,0.33812444874054803,7.680674285329739,46490.48413099585,105794.01857280108,7.2,11622.621032748963,118607.06888361045,29651.767220902613,72116.58475261461,18029.146188153652,Safety stock + promo buffer. Weekly review. 99% SL.
280,A,Y,6273.678260869565,1363.8550937915218,3607365,575,0.21739321608157897,7.680674285329739,32700.52458306958,76616.27240915653,8.4,8175.131145767395,87831.49565217391,21957.873913043477,55130.97106910433,13782.742767276082,Safety stock + promo buffer. Weekly review. 99% SL.
281,A,Y,5853.605172413793,1304.2257032229095,3395091,580,0.22280725549603456,7.680674285329739,30569.671610228954,71544.90781712551,8.7,7642.417902557238,81950.4724137931,20487.618103448276,51380.800803564154,12845.200200891039,Safety stock + promo buffer. Weekly review. 99% SL.
282,B,Y,4384.043103448276,1037.4107581090716,2542745,580,0.23663333905022385,7.680674285329739,16274.51429264645,46962.81601678439,10.0,4068.6285731616126,61376.60344827587,15344.150862068967,45102.08915562942,11275.522288907356,Standard + variability buffer. Fortnightly. 95% SL.
283,A,X,6976.042857142857,1276.2954214961956,2929938,420,0.18295406832103686,7.680674285329739,35954.04045891814,84786.34045891814,7.9,8988.510114729535,97664.6,24416.15,61710.559541081864,15427.639885270466,Lean automated reordering. Weekly cycle. 99% SL.
284,B,Y,5332.714285714285,1429.6483050623838,2239740,420,0.268090174808773,7.680674285329739,20045.09359877171,57374.09359877171,9.1,5011.273399692927,74658.0,18664.5,54612.90640122829,13653.226600307073,Standard + variability buffer. Fortnightly. 95% SL.
285,B,Y,5075.71107266436,1117.6652121401614,2933761,578,0.22019874577956874,7.680674285329739,18729.061888662352,54259.03939731287,9.3,4682.265472165588,71059.95501730104,17764.98875432526,52330.89312863868,13082.72328215967,Standard + variability buffer. Fortnightly. 95% SL.
286,B,Y,5056.694444444444,2114.139938695278,2912656,576,0.41808734182425944,7.680674285329739,20471.72653163726,55868.587642748374,9.3,5117.931632909315,70793.72222222222,17698.430555555555,50321.995690584954,12580.498922646238,Standard + variability buffer. Fortnightly. 95% SL.
287,A,X,8079.016666666666,1433.8991294109144,3393187,420,0.17748436332939624,7.680674285329739,41570.78111566869,98123.89778233535,7.4,10392.695278917172,113106.23333333334,28276.558333333334,71535.45221766466,17883.863054416164,Lean automated reordering. Weekly cycle. 99% SL.
288,B,Y,5624.228571428572,1679.4358312700017,2362176,420,0.2986073218648402,7.680674285329739,21423.14664333577,60792.74664333578,8.8,5355.786660833943,78739.20000000001,19684.800000000003,57316.05335666424,14329.01333916606,Standard + variability buffer. Fortnightly. 95% SL.
289,A,Y,6411.081314878893,1549.465630019072,3705605,578,0.2416855369503829,7.680674285329739,33716.54485849004,78594.11406264229,8.3,8429.13621462251,89755.1384083045,22438.784602076124,56038.59354981446,14009.648387453615,Safety stock + promo buffer. Weekly review. 99% SL.
290,A,Y,6992.223958333333,2232.4696140331953,4027521,576,0.3192789057296338,7.680674285329739,38022.26041413725,86967.82812247059,7.9,9505.565103534313,97891.13541666666,24472.783854166664,59868.87500252941,14967.218750632352,Safety stock + promo buffer. Weekly review. 99% SL.
291,A,Y,8120.572916666667,2743.4005248762537,4677450,576,0.3378333712447428,7.680674285329739,44555.96857213402,101399.97898880069,7.3,11138.992143033505,113688.02083333334,28422.005208333336,69132.05226119932,17283.01306529983,Safety stock + promo buffer. Weekly review. 99% SL.
292,A,Y,5691.862068965517,1614.2885218322574,3301280,580,0.28361342953724294,7.680674285329739,30452.976362010766,70296.0108447694,8.8,7613.2440905026915,79686.06896551725,19921.51724137931,49233.09260350648,12308.27315087662,Safety stock + promo buffer. Weekly review. 99% SL.
293,A,Y,6238.129310344828,1701.3429985731848,3618115,580,0.27273288415996927,7.680674285329739,33220.3234754118,76887.2286478256,8.4,8305.08086885295,87333.8103448276,21833.4525862069,54113.48686941579,13528.371717353948,Safety stock + promo buffer. Weekly review. 99% SL.
294,A,Y,5710.188581314879,1686.524615829862,3300489,578,0.29535357577306276,7.680674285329739,30709.89653292144,70681.2166021256,8.8,7677.47413323036,79942.64013840831,19985.66003460208,49232.743605486874,12308.185901371719,Safety stock + promo buffer. Weekly review. 99% SL.
295,B,Y,5212.580869565218,1315.6620715035333,2997234,575,0.25240127768286746,7.680674285329739,19468.7697691004,55956.835856056925,9.2,4867.1924422751,72976.13217391305,18244.033043478263,53507.36240481265,13376.840601203163,Standard + variability buffer. Fortnightly. 95% SL.
296,A,Y,6951.804498269897,1953.7393107752298,4018143,578,0.2810406005032879,7.680674285329739,37152.53483371143,85815.1663216007,7.9,9288.133708427857,97325.26297577855,24331.315743944637,60172.72814206712,15043.18203551678,Safety stock + promo buffer. Weekly review. 99% SL.
297,A,Y,6968.986086956522,1976.913374706967,4007167,575,0.28367302646895076,7.680674285329739,37286.8965229373,86069.79913163296,7.9,9321.724130734325,97565.8052173913,24391.451304347825,60278.908694454,15069.7271736135,Safety stock + promo buffer. Weekly review. 99% SL.
298,A,Y,8389.173809523809,1951.3749514692774,3523453,420,0.23260633237256084,7.680674285329739,43968.45906626931,102692.67573293597,7.2,10992.114766567327,117448.43333333332,29362.10833333333,73479.97426706401,18369.993566766003,Safety stock + promo buffer. Weekly review. 99% SL.
299,A,Y,6269.992366412213,2125.193177390245,4106845,655,0.3389466929457067,7.680674285329739,34421.101047120406,78311.0476120059,8.4,8605.275261780102,87779.893129771,21944.97328244275,53358.79208265059,13339.698020662647,Safety stock + promo buffer. Weekly review. 99% SL.
300,A,Y,6985.267702936097,1510.5032420117832,4044470,579,0.21624128183045552,7.680674285329739,36394.86727680295,85291.74119735563,7.9,9098.716819200738,97793.74784110536,24448.43696027634,61398.88056430241,15349.720141075602,Safety stock + promo buffer. Weekly review. 99% SL.
301,A,Y,5557.191379310345,1209.0685075230876,3223171,580,0.2175682687525393,7.680674285329739,28967.735931230854,67868.07558640327,8.9,7241.933982807714,77800.67931034483,19450.169827586207,48832.943379113975,12208.235844778494,Safety stock + promo buffer. Weekly review. 99% SL.
302,C,Y,3714.4878892733564,1105.9595490416943,2146974,578,0.29774213350795087,7.680674285329739,11022.28661174506,37023.701836658554,10.9,2755.571652936265,52002.830449826986,13000.707612456747,40980.543838081925,10245.135959520481,Min-max + buffer. Monthly review. 90% SL.
303,A,Y,6210.47695035461,2118.939019799208,3502709,564,0.34118780839822926,7.680674285329739,34132.21215001062,77605.55080249289,8.4,8533.053037502656,86946.67730496454,21736.669326241135,52814.46515495392,13203.61628873848,Safety stock + promo buffer. Weekly review. 99% SL.
304,A,Y,7142.23448275862,1858.250243010413,4142496,580,0.2601777143408321,7.680674285329739,37837.47523538766,87833.116614698,7.8,9459.368808846915,99991.28275862068,24997.82068965517,62153.80752323302,15538.451880808256,Safety stock + promo buffer. Weekly review. 99% SL.
305,A,Y,5115.821799307959,1585.163235417998,2956945,578,0.30985505312800976,7.680674285329739,27696.035396508676,63506.78799166439,9.3,6924.008849127169,71621.50519031142,17905.376297577855,43925.469793802746,10981.367448450686,Safety stock + promo buffer. Weekly review. 99% SL.
306,C,Y,4339.383333333333,1098.315869902441,1822541,420,0.2531041361258952,7.680674285329739,12634.477393901521,43010.160727234856,10.0,3158.6193484753803,60751.36666666667,15187.841666666667,48116.88927276515,12029.222318191287,Min-max + buffer. Monthly review. 90% SL.
307,C,Y,2727.015570934256,1063.0170617573751,1576215,578,0.38980967805519096,7.680674285329739,8471.215401844986,27560.32439838478,12.7,2117.8038504612464,38178.21799307958,9544.554498269896,29707.002591234595,7426.750647808649,Min-max + buffer. Monthly review. 90% SL.
308,A,Y,9488.435398230089,2805.966648299451,5360966,565,0.295724904110414,7.680674285329739,51038.141821760255,117457.18960937086,6.8,12759.535455440064,132838.09557522123,33209.52389380531,81799.95375346098,20449.988438365246,Safety stock + promo buffer. Weekly review. 99% SL.
309,A,Y,7001.616319444444,2059.739819874513,4032931,576,0.29418061857436184,7.680674285329739,37635.53706576511,86646.85130187622,7.9,9408.884266441277,98022.62847222222,24505.657118055555,60387.09140645711,15096.772851614278,Safety stock + promo buffer. Weekly review. 99% SL.
310,A,Y,8146.446935724963,3153.987542020244,5449973,669,0.3871611227452949,7.680674285329739,45848.951779776544,102874.08032985128,7.3,11462.237944944136,114050.25710014948,28512.56427503737,68201.30532037294,17050.326330093234,Safety stock + promo buffer. Weekly review. 99% SL.
311,A,Y,6582.849480968858,1463.028656265896,3804887,578,0.22224853545497877,7.680674285329739,34371.16991797857,80451.11628476059,8.2,8592.792479494643,92159.89273356402,23039.973183391005,57788.72281558545,14447.180703896362,Safety stock + promo buffer. Weekly review. 99% SL.
312,A,Y,5583.017301038062,1640.9918534629296,3226984,578,0.2939256256930847,7.680674285329739,30006.77252950098,69087.89363676742,8.9,7501.693132375245,78162.24221453287,19540.56055363322,48155.469685031894,12038.867421257974,Safety stock + promo buffer. Weekly review. 99% SL.
313,A,Y,7106.4446366782,2289.260483443152,4107525,578,0.32213865026509686,7.680674285329739,38695.966255492516,88441.07871223992,7.9,9673.991563873129,99490.2249134948,24872.5562283737,60794.25865800229,15198.564664500573,Safety stock + promo buffer. Weekly review. 99% SL.
314,B,Y,5166.501736111111,1488.5172184298706,2975905,576,0.28810930383046685,7.680674285329739,19587.666777971648,55753.17893074943,9.2,4896.916694492912,72331.02430555556,18082.75607638889,52743.35752758391,13185.839381895978,Standard + variability buffer. Fortnightly. 95% SL.
315,B,Y,4276.353448275862,1197.9770344339945,2480285,580,0.2801398548843043,7.680674285329739,16156.670167366305,46091.14430529734,10.1,4039.167541841576,59868.94827586207,14967.237068965518,43712.27810849577,10928.069527123942,Standard + variability buffer. Fortnightly. 95% SL.
316,A,Y,9797.597222222223,2515.0284301463553,5643416,576,0.25669849179367615,7.680674285329739,51831.737537136876,120414.91809269245,6.7,12957.934384284219,137166.36111111112,34291.59027777778,85334.62357397424,21333.65589349356,Safety stock + promo buffer. Weekly review. 99% SL.
317,B,Y,5326.128571428571,1198.4052759342208,2236974,420,0.22500494681313807,7.680674285329739,19686.975720951265,56969.87572095127,9.1,4921.743930237816,74565.8,18641.45,54878.82427904874,13719.706069762186,Standard + variability buffer. Fortnightly. 95% SL.
318,A,Y,7590.034722222223,2317.740188502793,4371860,576,0.30536621679962506,7.680674285329739,41005.83094805482,94136.07400361038,7.6,10251.457737013705,106260.48611111112,26565.12152777778,65254.655163056304,16313.663790764076,Safety stock + promo buffer. Weekly review. 99% SL.
319,A,Y,7860.818965517241,1882.615816056462,4559275,580,0.2394935978445582,7.680674285329739,41306.237566398944,96331.97032501963,7.5,10326.559391599736,110051.46551724138,27512.866379310344,68745.22795084244,17186.30698771061,Safety stock + promo buffer. Weekly review. 99% SL.
320,A,Y,14881.053448275861,3524.0289784083297,8631011,580,0.23681313897952758,7.680674285329739,78116.03020951485,182283.40434744587,5.4,19529.007552378713,208334.74827586205,52083.68706896551,130218.7180663472,32554.6795165868,Safety stock + promo buffer. Weekly review. 99% SL.
321,A,Y,5922.456597222223,1500.2706416220108,3411335,576,0.25331897617040783,7.680674285329739,31288.87957552365,72746.07575607921,8.6,7822.219893880912,82914.39236111112,20728.59809027778,51625.512785587474,12906.378196396869,Safety stock + promo buffer. Weekly review. 99% SL.
322,B,Y,5010.659169550173,2059.920267279801,2896161,578,0.4111076402478056,7.680674285329739,20206.538346010315,55281.152532861524,9.3,5051.634586502579,70149.22837370243,17537.307093425607,49942.69002769211,12485.672506923027,Standard + variability buffer. Fortnightly. 95% SL.
323,A,Y,7317.838541666667,1603.3500786651155,4215075,576,0.21910159257216216,7.680674285329739,38166.01947032869,89390.88926199535,7.7,9541.504867582173,102449.73958333334,25612.434895833336,64283.72011300465,16070.930028251163,Safety stock + promo buffer. Weekly review. 99% SL.
324,A,Y,5803.112651646447,2443.7610925002746,3348396,577,0.42111212364745937,7.680674285329739,33275.912500472376,73897.7010619975,8.7,8318.978125118094,81243.57712305026,20310.894280762564,47967.66462257788,11991.91615564447,Safety stock + promo buffer. Weekly review. 99% SL.
325,A,Y,6549.871527777777,1763.5783408558145,3772726,576,0.26925388282450124,7.680674285329739,34829.50760756464,80678.60830200909,8.2,8707.37690189116,91698.20138888888,22924.55034722222,56868.69378132423,14217.173445331058,Safety stock + promo buffer. Weekly review. 99% SL.
326,B,Y,4895.980902777777,1237.687480951564,2820085,576,0.2527966316717762,7.680674285329739,18289.15727558864,52561.02359503308,9.5,4572.28931889716,68543.73263888888,17135.93315972222,50254.57536330023,12563.643840825058,Standard + variability buffer. Fortnightly. 95% SL.
327,A,Y,7649.853913043478,1990.2932705164922,4398666,575,0.2601740233395723,7.680674285329739,40526.63403498043,94075.61142628477,7.6,10131.658508745108,107097.9547826087,26774.488695652173,66571.32074762826,16642.830186907064,Safety stock + promo buffer. Weekly review. 99% SL.
328,B,Y,4436.822916666667,1217.1541776066076,2555610,576,0.27433012325879375,7.680674285329739,16721.351461423685,47779.11187809035,9.9,4180.337865355921,62115.520833333336,15528.880208333334,45394.16937190965,11348.542342977413,Standard + variability buffer. Fortnightly. 95% SL.
329,A,Y,6886.835069444444,2061.211340484498,3966817,576,0.2992973288455381,7.680674285329739,37103.88287619327,85311.72836230438,8.0,9275.970719048317,96415.69097222222,24103.922743055555,59311.80809602895,14827.952024007238,Safety stock + promo buffer. Weekly review. 99% SL.
330,C,Y,4195.737847222223,1071.283652134352,2416745,576,0.2553266412589606,7.680674285329739,12227.097814426488,41597.26274498204,10.2,3056.774453606622,58740.32986111112,14685.08246527778,46513.23204668463,11628.308011671157,Min-max + buffer. Monthly review. 90% SL.
331,A,Y,6327.154513888889,1792.9284198463238,3644441,576,0.2833704180782409,7.680674285329739,33848.38215568733,78138.46375290955,8.3,8462.095538921832,88580.16319444444,22145.04079861111,54731.78103875711,13682.945259689277,Safety stock + promo buffer. Weekly review. 99% SL.
332,C,Y,3733.2842287694975,1295.291071821472,2154105,577,0.3469575292016821,7.680674285329739,11341.191613376466,37474.181214762946,10.8,2835.2979033441165,52265.97920277296,13066.49480069324,40924.787589396496,10231.196897349124,Min-max + buffer. Monthly review. 90% SL.
333,A,Y,9714.501724137932,2012.5369338690418,5634411,580,0.20716831300450822,7.680674285329739,50457.29876933916,118458.8108383047,6.7,12614.32469233479,136003.02413793106,34000.756034482765,85545.7253685919,21386.431342147975,Safety stock + promo buffer. Weekly review. 99% SL.
334,A,Y,5435.210069444444,1241.4778875837055,3130681,576,0.22841396592249877,7.680674285329739,28442.41117121863,66488.88165732974,9.0,7110.602792804658,76092.94097222222,19023.235243055555,47650.52980100359,11912.632450250898,Safety stock + promo buffer. Weekly review. 99% SL.
335,A,Y,13189.94586894587,4740.495736902184,9259342,702,0.35940221317079907,7.680674285329739,73160.07103593872,165489.6921185598,5.8,18290.01775898468,184659.24216524218,46164.810541310544,111499.17112930346,27874.792782325865,Safety stock + promo buffer. Weekly review. 99% SL.
336,A,Y,14020.587521663778,3382.281005739835,8089879,577,0.2412367527761398,7.680674285329739,73723.0438237897,171867.15647543615,5.6,18430.760955947426,196288.2253032929,49072.05632582322,122565.18147950318,30641.295369875796,Safety stock + promo buffer. Weekly review. 99% SL.
337,B,Y,4990.659169550173,1156.1688690774886,2884601,578,0.2316665654372263,7.680674285329739,18492.03232406159,53426.646510912804,9.4,4623.008081015398,69869.22837370243,17467.307093425607,51377.196049640836,12844.299012410209,Standard + variability buffer. Fortnightly. 95% SL.
338,A,Y,7263.107266435986,1826.5333964752197,4198076,578,0.2514809887107039,7.680674285329739,38343.642859141495,89185.39372419339,7.8,9585.910714785374,101683.5017301038,25420.87543252595,63339.85887096231,15834.964717740577,Safety stock + promo buffer. Weekly review. 99% SL.
339,B,Y,5090.00904159132,1067.5866805886424,2814775,553,0.20974160789601984,7.680674285329739,18713.588935163418,54343.652226302656,9.3,4678.397233790854,71260.12658227848,17815.03164556962,52546.53764711506,13136.634411778765,Standard + variability buffer. Fortnightly. 95% SL.
340,A,Y,6441.756896551724,1716.2863284366656,3736219,580,0.2664314031092037,7.680674285329739,34214.359596692215,79306.65787255428,8.2,8553.589899173054,90184.59655172413,22546.149137931032,55970.23695503191,13992.559238757978,Safety stock + promo buffer. Weekly review. 99% SL.
341,A,Y,5469.545138888889,1312.2076073988678,3150458,576,0.23991165153185598,7.680674285329739,28745.393390012483,67032.2093622347,8.9,7186.348347503121,76573.63194444444,19143.40798611111,47828.238554431955,11957.059638607989,Safety stock + promo buffer. Weekly review. 99% SL.
342,A,X,10988.52380952381,2065.8139500645716,4615180,420,0.18799740400745368,7.680674285329739,56721.5997979513,133641.26646461795,6.3,14180.399949487824,153839.3333333333,38459.83333333333,97117.73353538202,24279.433383845506,Lean automated reordering. Weekly cycle. 99% SL.
343,A,Y,7034.333333333333,1992.8754955765712,4051776,576,0.2833069462507565,7.680674285329739,37630.538659308244,86870.87199264157,7.9,9407.634664827061,98480.66666666666,24620.166666666664,60850.12800735841,15212.532001839603,Safety stock + promo buffer. Weekly review. 99% SL.
344,A,Y,8340.13275862069,2509.7660064665743,4837277,580,0.30092638559888407,7.680674285329739,44966.969590557375,103347.8989009022,7.2,11241.742397639344,116761.85862068966,29190.464655172414,71794.88903013228,17948.72225753307,Safety stock + promo buffer. Weekly review. 99% SL.
345,C,Y,4618.009523809524,1201.3546887637183,1939564,420,0.2601455632713134,7.680674285329739,13483.899306381629,45809.965973048296,9.7,3370.974826595407,64652.13333333333,16163.033333333333,51168.2340269517,12792.058506737925,Min-max + buffer. Monthly review. 90% SL.
346,A,Y,6715.036458333333,1598.6762035777817,3867861,576,0.23807409140628433,7.680674285329739,35266.469131911384,82271.72434024472,8.1,8816.617282977846,94010.51041666666,23502.627604166664,58744.04128475527,14686.010321188818,Safety stock + promo buffer. Weekly review. 99% SL.
347,B,Y,4717.655652173913,1113.0228856298365,2712652,575,0.23592711458644752,7.680674285329739,17508.29779599174,50531.887361209134,9.6,4377.074448997935,66047.17913043479,16511.794782608697,48538.881334443045,12134.720333610761,Standard + variability buffer. Fortnightly. 95% SL.
348,A,Y,8826.06835443038,2671.817234183366,3486297,395,0.30271884681724753,7.680674285329739,47625.83241038289,109408.31089139555,7.0,11906.458102595723,123564.95696202532,30891.23924050633,75939.12455164242,18984.781137910606,Safety stock + promo buffer. Weekly review. 99% SL.
349,A,X,7872.318548387097,1232.2810889404695,3904670,496,0.15653343819438592,7.680674285329739,40271.448438623134,95377.6782773328,7.5,10067.862109655784,110212.45967741935,27553.114919354837,69941.01123879621,17485.252809699054,Lean automated reordering. Weekly cycle. 99% SL.
350,A,Y,7034.143598615917,1830.4864053606773,4065735,578,0.2602287513324089,7.680674285329739,37265.615556520446,86504.62074683186,7.9,9316.403889130112,98478.01038062283,24619.502595155707,61212.39482410238,15303.098706025596,Safety stock + promo buffer. Weekly review. 99% SL.
351,A,Y,6015.666666666667,1582.083191348618,3465024,576,0.2629938257907604,7.680674285329739,31905.959052063557,74015.62571873023,8.5,7976.489763015889,84219.33333333334,21054.833333333336,52313.37428126979,13078.343570317447,Safety stock + promo buffer. Weekly review. 99% SL.
352,A,Y,6728.396551724138,1471.3375212854776,3902470,580,0.21867580336186493,7.680674285329739,35086.51792757609,82185.29378964505,8.1,8771.629481894022,94197.55172413793,23549.387931034482,59111.03379656184,14777.75844914046,Safety stock + promo buffer. Weekly review. 99% SL.
353,A,Y,5449.270622286541,1306.0203331937091,3765446,691,0.23966883344943815,7.680674285329739,28636.18870340393,66781.08305940972,9.0,7159.047175850982,76289.78871201158,19072.447178002894,47653.60000860765,11913.400002151913,Safety stock + promo buffer. Weekly review. 99% SL.
354,A,Y,8341.96875,2047.8812531120614,4804974,576,0.2454913599516974,7.680674285329739,43935.80928993924,102329.59053993924,7.2,10983.95232248481,116787.5625,29196.890625,72851.75321006076,18212.93830251519,Safety stock + promo buffer. Weekly review. 99% SL.
355,A,Y,9174.413793103447,2336.3543315395723,5321160,580,0.25465979453595683,7.680674285329739,48495.229555808364,112716.1261075325,6.9,12123.807388952091,128441.79310344826,32110.448275862065,79946.5635476399,19986.640886909976,Safety stock + promo buffer. Weekly review. 99% SL.
356,A,Y,5585.944347826087,1251.7568171580383,3211918,575,0.2240904561903112,7.680674285329739,29185.313324393956,68286.92375917657,8.9,7296.328331098489,78203.22086956522,19550.805217391306,49017.90754517127,12254.476886292818,Safety stock + promo buffer. Weekly review. 99% SL.
357,A,Y,7733.404255319149,2564.865597020854,4361640,564,0.33166061314545936,7.680674285329739,42303.56667784561,96437.39646507966,7.5,10575.891669461402,108267.6595744681,27066.914893617024,65964.09289662249,16491.023224155622,Safety stock + promo buffer. Weekly review. 99% SL.
358,A,Y,10300.170138888889,2651.3932735455173,5932898,576,0.25741257064628753,7.680674285329739,54506.16561490324,126607.35658712545,6.5,13626.54140372581,144202.38194444444,36050.59548611111,89696.2163295412,22424.0540823853,Safety stock + promo buffer. Weekly review. 99% SL.
359,A,X,6890.142361111111,1398.4993338055576,3968722,576,0.20297103608466432,7.680674285329739,35737.34937381156,83968.34590158935,8.0,8934.33734345289,96461.99305555556,24115.49826388889,60724.643681744004,15181.160920436001,Lean automated reordering. Weekly cycle. 99% SL.
360,A,Y,6945.3431034482755,1804.0183542077696,4028299,580,0.25974503020766493,7.680674285329739,36787.92598526063,85405.32770939855,7.9,9196.981496315157,97234.80344827585,24308.700862068963,60446.877463015226,15111.719365753806,Safety stock + promo buffer. Weekly review. 99% SL.
361,A,Y,6289.102253032929,1697.0709319903879,3628812,577,0.269843113327021,7.680674285329739,33451.092218327074,77474.80798955758,8.3,8362.773054581769,88047.43154246101,22011.857885615253,54596.339324133936,13649.084831033484,Safety stock + promo buffer. Weekly review. 99% SL.
362,A,Y,9303.856401384082,2132.41403510794,5377629,578,0.2291967914284138,7.680674285329739,48700.988908692394,113827.98371838097,6.9,12175.247227173099,130253.98961937716,32563.49740484429,81553.00071068476,20388.25017767119,Safety stock + promo buffer. Weekly review. 99% SL.
363,A,Y,7103.163793103448,1466.178363587074,4119835,580,0.2064120167143837,7.680674285329739,36884.56871991046,86606.7152716346,7.9,9221.142179977614,99444.29310344828,24861.07327586207,62559.72438353782,15639.931095884454,Safety stock + promo buffer. Weekly review. 99% SL.
364,B,Y,4537.709507042254,1474.198270778835,2577419,568,0.32487718054471476,7.680674285329739,17497.47148449971,49261.438033795486,9.8,4374.367871124928,63527.93309859155,15881.983274647888,46030.46161409184,11507.61540352296,Standard + variability buffer. Fortnightly. 95% SL.
365,B,Y,5397.491646778043,1384.6546809426427,2261549,419,0.25653669733221224,7.680674285329739,20192.777610414498,57975.2191378608,9.0,5048.194402603624,75564.8830548926,18891.22076372315,55372.105444478104,13843.026361119526,Standard + variability buffer. Fortnightly. 95% SL.
366,A,Y,6233.587521663778,2258.5114058907175,3596780,577,0.36231325830296657,7.680674285329739,34627.35910423899,78262.47175588543,8.4,8656.839776059747,87270.22530329289,21817.55632582322,52642.8661990539,13160.716549763474,Safety stock + promo buffer. Weekly review. 99% SL.
367,B,Y,5203.787931034482,1517.1151077903971,3018197,580,0.29154053314559336,7.680674285329739,19758.986021377637,56185.50153861902,9.2,4939.746505344409,72853.03103448276,18213.25775862069,53094.04501310512,13273.51125327628,Standard + variability buffer. Fortnightly. 95% SL.
368,A,Y,9560.52,3120.168372880211,5497299,575,0.326359693079478,7.680674285329739,52164.300857690185,119087.94085769018,6.8,13041.075214422546,133847.28,33461.82,81682.9791423098,20420.74478557745,Safety stock + promo buffer. Weekly review. 99% SL.
369,A,Y,6984.92214532872,1519.1256170492577,4037285,578,0.21748640649705703,7.680674285329739,36408.95972303051,85303.41474033156,7.9,9102.239930757627,97788.91003460209,24447.22750865052,61379.95031157158,15344.987577892894,Safety stock + promo buffer. Weekly review. 99% SL.
370,A,Y,7636.288194444444,1850.8429290741735,4398502,576,0.2423746828230893,7.680674285329739,40170.66929430456,93624.68665541566,7.6,10042.66732357614,106908.03472222222,26727.008680555555,66737.36542791766,16684.341356979414,Safety stock + promo buffer. Weekly review. 99% SL.
371,A,Y,6916.411764705882,1933.1925095627353,3997686,578,0.2795080130173458,7.680674285329739,36938.96601762618,85353.84837056736,8.0,9234.741504406546,96829.76470588235,24207.441176470587,59890.79868825617,14972.699672064042,Safety stock + promo buffer. Weekly review. 99% SL.
372,A,Y,8671.185763888889,2156.142742360013,4994603,576,0.24865604325296076,7.680674285329739,45726.23736752298,106424.53771474521,7.1,11431.559341880746,121396.60069444444,30349.15017361111,75670.36332692145,18917.590831730362,Safety stock + promo buffer. Weekly review. 99% SL.
373,B,Y,4504.987826086956,1098.4230515607217,2590368,575,0.24382375579354554,7.680674285329739,16769.464974776496,48304.37975738519,9.9,4192.366243694124,63069.82956521739,15767.457391304348,46300.36459044089,11575.091147610223,Standard + variability buffer. Fortnightly. 95% SL.
374,A,Y,6963.56724137931,1793.5870564735746,4038869,580,0.25756727756079073,7.680674285329739,36851.92126115885,85596.89195081402,7.9,9212.980315289713,97489.94137931034,24372.485344827586,60638.02011815149,15159.505029537873,Safety stock + promo buffer. Weekly review. 99% SL.
375,A,Y,9174.948006932409,3735.3789876423275,5293945,577,0.4071280823411696,7.680674285329739,52202.033944705814,116426.66999323267,6.9,13050.508486176454,128449.27209705373,32112.318024263433,76247.23815234791,19061.809538086978,Safety stock + promo buffer. Weekly review. 99% SL.
376,A,Y,8464.980701754386,2412.136678265913,4825039,570,0.2849547758290804,7.680674285329739,45316.38444023416,104571.24935251486,7.2,11329.09611005854,118509.72982456141,29627.432456140352,73193.34538432726,18298.336346081815,Safety stock + promo buffer. Weekly review. 99% SL.
377,A,Y,7763.670689655172,2207.2338435799606,4502929,580,0.28430286803908683,7.680674285329739,41550.17663360601,95895.87146119222,7.5,10387.544158401503,108691.38965517242,27172.847413793104,67141.21302156641,16785.303255391602,Safety stock + promo buffer. Weekly review. 99% SL.
378,A,Y,6236.444444444444,1888.021490400084,3592192,576,0.30274004799032134,7.680674285329739,33652.43968188057,77307.55079299168,8.4,8413.109920470142,87310.22222222222,21827.555555555555,53657.78254034165,13414.445635085413,Safety stock + promo buffer. Weekly review. 99% SL.
379,C,Y,3870.0706896551724,1015.0133072982917,2244641,580,0.26227254970082486,7.680674285329739,11309.848531981384,38400.34335956759,10.6,2827.462132995346,54180.989655172416,13545.247413793104,42871.14112319103,10717.785280797758,Min-max + buffer. Monthly review. 90% SL.
