Store,Date,Forecast,Lower_CI,Upper_CI
262,2014-11-14,21170.34449820443,19262.67353740273,23179.037999979584
262,2014-11-15,16886.386842633405,15014.854949875176,18804.642989910444
262,2014-11-16,28004.757551990027,25907.97245861034,29873.99055378774
262,2014-11-17,18049.524107076897,16037.026599155848,20182.167599429315
262,2014-11-18,16743.655414700097,14873.601457273371,18622.76860312693
262,2014-11-19,16661.70881373551,14730.77367512975,18621.219032568486
262,2014-11-20,17017.785177893722,15093.340767839902,18978.588803963372
262,2014-11-21,19065.258952287386,17149.59311752651,20981.860206971127
262,2014-11-22,17722.220770943015,15946.084995395011,19668.769710485667
262,2014-11-23,28894.92292887393,27017.066661386234,30859.454871757152
262,2014-11-24,21887.296805175924,19923.197568601812,23783.768864936217
262,2014-11-25,20642.05268529954,18696.535378989585,22603.8716076498
262,2014-11-26,20623.608603674875,18563.773237133755,22479.44557046069
262,2014-11-27,21045.363780062344,19149.46164267881,23011.134899466746
262,2014-11-28,23159.804605771376,21187.37070347676,25180.049544873717
262,2014-11-29,18993.053419054402,16964.81321807659,20863.99880357177
262,2014-11-30,30231.708230638855,28439.421738645764,32307.89569936615
262,2014-12-01,23286.439169332934,21317.47464571824,25282.567346500942
262,2014-12-02,22098.968247387613,20253.87129648875,24015.167859279714
262,2014-12-03,22131.62889828708,20277.502922085387,24107.09926999939
262,2014-12-04,22595.775480164793,20587.61632068942,24788.24321967184
262,2014-12-05,24741.885004621883,22797.460278909242,26645.989770859444
262,2014-12-06,20593.7832484129,18642.638179465925,22592.458362044377
262,2014-12-07,31836.857980280758,29894.56801952766,33728.813263139426
262,2014-12-08,21988.105752675183,20082.004938279206,23900.93736183727
262,2014-12-09,20769.939372484125,18868.665158536616,22692.992397537688
262,2014-12-10,20752.484976538024,18858.458141190058,22603.635137823698
262,2014-12-11,21146.063441420294,19155.05882479452,22888.03483122708
262,2014-12-12,23200.55276475593,21261.287809007397,25142.5585550977
262,2014-12-13,21830.086256188464,19859.06118007335,23669.406001828553
262,2014-12-14,32939.372694907746,31067.82192377136,34914.46047874204
262,2014-12-15,25826.47299330917,23921.20727309795,27857.604628998128
262,2014-12-16,24434.259200767687,22518.935994907242,26293.35399365917
262,2014-12-17,24225.019809787034,22300.14074181268,26155.58600109855
262,2014-12-18,24411.084951670513,22660.81355016149,26202.379007885615
262,2014-12-19,26244.83374288239,24352.43104161673,28230.691520243057
262,2014-12-20,21752.161399792007,19873.316742580984,23787.1363457464
262,2014-12-21,32623.300465769193,30719.307401491344,34450.09287917163
262,2014-12-22,22376.897971344304,20504.400467302476,24465.472811892516
262,2014-12-23,26997.83486444152,25020.85677806591,28983.480027919835
262,2014-12-24,16843.43284173476,14881.179636102948,18965.598016232918
262,2014-12-25,25649.023449674576,23582.23729177739,27745.31138744742
262,2014-12-26,31573.25166444339,29620.359707480646,33480.59772215826
262,2014-12-27,19235.56608144497,17300.5917848714,21260.169217995714
262,2014-12-28,30741.371727112117,28848.572502993095,32628.323005693816
262,2014-12-29,20330.20808166443,18364.979554398753,22249.197850360455
262,2014-12-30,21947.927399819022,19876.084176912766,23881.809745620387
262,2014-12-31,22062.409059362002,20188.799875319954,24213.39104228999
262,2015-01-01,19612.13081351272,17722.982864547517,21494.696616530287
262,2015-01-02,19861.177137032017,18125.823928245263,21804.800549849442
262,2015-01-03,17599.975774310707,15661.229237835258,19586.47660634342
262,2015-01-04,28296.231019540373,26482.68230418794,30255.96220051131
262,2015-01-05,20817.983356719582,18836.15997112973,22733.50092657089
262,2015-01-06,19116.172002588315,17234.800992501816,21011.930331199605
262,2015-01-07,18657.395827618344,16591.890348503046,20645.88110179697
262,2015-01-08,18657.694092095106,16652.410430662392,20620.15373108775
262,2015-01-09,20372.29145760764,18315.987532473697,22327.38448637059
262,2015-01-10,15827.857278700883,13912.613926549368,17769.024855998894
262,2015-01-11,26717.223831149142,24732.69713244383,28654.439955819096
262,2015-01-12,19445.7808789207,17510.02212057931,21382.600356415114
262,2015-01-13,17961.32229300292,16112.211454026618,19816.324953451593
262,2015-01-14,17726.196547074578,15748.854543653722,19661.211991227996
262,2015-01-15,17952.266274226626,15905.431243190063,19882.80887706544
262,2015-01-16,19890.68681402009,17990.834209180884,22090.90242344487
262,2015-01-17,15563.8748227025,13690.855240634372,17484.74794236656
262,2015-01-18,26661.62554265663,24703.392755205798,28521.228438060753
262,2015-01-19,16693.390761234503,14714.697410045266,18640.69927431399
262,2015-01-20,15387.307384858783,13407.543114404132,17302.11241282756
262,2015-01-21,15311.576328638417,13303.322356147133,17102.71748470223
262,2015-01-22,15675.834626057376,13787.272452036883,17608.35849398879
262,2015-01-23,17729.600912002716,15668.724952771463,19683.334135355726
262,2015-01-24,16385.288250793023,14406.002396681548,18323.430026796552
262,2015-01-25,27550.067693314297,25512.339688778015,29503.474834035147
262,2015-01-26,20514.954003506526,18531.572861382654,22444.642658289406
262,2015-01-27,19226.776558322486,17263.500381367965,21175.52167664269
262,2015-01-28,19145.940660738084,17303.409157596998,21095.792573591756
262,2015-01-29,19483.575469145784,17504.821349327667,21410.47559748772
262,2015-01-30,21491.185805958958,19670.6571113218,23340.79349633018
262,2015-01-31,17191.82620226341,15352.890134405463,19235.15983427774
262,2015-02-01,28278.789279450124,26465.28304366588,30157.710653672828
262,2015-02-02,21153.401617470525,19080.983299166568,23158.465430330725
262,2015-02-03,19766.278041721773,17812.501097558914,21553.183320446326
262,2015-02-04,19580.715202412463,17606.34352343281,21432.025651351196
262,2015-02-05,19810.849144437925,17882.97069091902,21775.601198226857
262,2015-02-06,21711.173240149135,19685.07805787844,23747.250832392372
262,2015-02-07,17307.260138631736,15473.234118783112,19229.19172105636
262,2015-02-08,28295.69779984748,26359.261850179293,30219.71590333023
262,2015-02-09,18187.338294990197,16273.422275096515,20002.120833621495
262,2015-02-10,16718.78477156711,14810.283712919523,18579.587004084646
262,2015-02-11,16463.15583305133,14521.103191555205,18449.205409481092
262,2015-02-12,16635.74846523312,14714.520803743175,18769.757759048043
262,2015-02-13,18491.87542674011,16435.9164439343,20329.924285629615
262,2015-02-14,16948.89440792537,15080.554673260085,19019.070562250934
262,2015-02-15,27920.714378249653,25921.28407128257,29832.534365598094
262,2015-02-16,20699.92200921607,18659.407898957434,22446.264659671415
262,2015-02-17,19239.912253395767,17255.148201722648,21089.38494812759
262,2015-02-18,19004.150886397434,17052.622758050147,20961.272650632945
262,2015-02-19,19206.527847963644,17230.048831130094,21089.400744401166
262,2015-02-20,21100.79684025264,19252.113311800505,22964.981422824494
262,2015-02-21,16710.5899681921,14879.250719883714,18705.01127476635
262,2015-02-22,27732.04783910277,25751.828653080313,29611.99589751309
262,2015-02-23,17671.21700735788,15599.602877096793,19513.217573812064
262,2015-02-24,16264.02545708279,14395.091814693778,18049.790376941517
262,2015-02-25,16080.163070328721,14044.393890711664,18079.025719284564
262,2015-02-26,16331.801537359112,14450.254956759214,18249.223977572867
262,2015-02-27,18271.22130455137,16363.15148380699,20178.46913517149
262,2015-02-28,16812.37306975423,14796.185405790313,18849.06631402336
262,2015-03-01,27867.32222240666,25891.836853367375,29757.976104289806
262,2015-03-02,20723.89546700925,18799.354033992855,22643.83341757902
262,2015-03-03,19334.723710634044,17397.172678227285,21254.221406258355
262,2015-03-04,19160.954016601238,17226.016355136708,21128.527549206534
262,2015-03-05,19414.82858539441,17639.741814573656,21344.19672474182
262,2015-03-06,21349.043203689907,19521.48200019119,23150.733415140287
262,2015-03-07,16986.01994258538,15027.242565202494,18887.836428322014
262,2015-03-08,28023.166642154916,26111.850535913603,29809.04498855931
262,2015-03-09,17964.33089483034,16108.2204553192,19925.8381362798
262,2015-03-10,16548.14789276188,14805.636078205058,18628.629245103002
262,2015-03-11,16344.900811231255,14431.77109244043,18148.94817878608
262,2015-03-12,16568.146056368267,14678.114205298829,18511.336146374015
262,2015-03-13,18471.96757726845,16538.473119814735,20372.58264962472
262,2015-03-14,16971.90311401099,15140.325144711554,18901.714330029885
262,2015-03-15,27983.15898243937,25938.290825013195,29907.907328725734
262,2015-03-16,20793.61412809583,18852.849594584168,22772.33063237033
262,2015-03-17,19359.622437410493,17427.983412179496,21122.418876204527
262,2015-03-18,19144.035626214943,17185.37063121545,21002.804731231863
262,2015-03-19,19360.887806462808,17387.343720497945,21501.15104184422
262,2015-03-20,21264.57454051215,19361.987772381784,23351.41228469471
262,2015-03-21,16878.309825701755,14963.868078460155,18978.300116462193
262,2015-03-22,27901.967540558326,25989.50434243631,29829.99396898469
262,2015-03-23,17837.57192290131,15883.912179952511,19884.678032688218
262,2015-03-24,16426.02528772655,14495.087085144303,18237.887156644185
262,2015-03-25,16236.982694085378,14225.018544518774,18054.76147131941
262,2015-03-26,16483.44224413153,14644.208981972184,18521.571367282184
262,2015-03-27,18418.709531942448,16489.64375152062,20450.386254830675
262,2015-03-28,16956.79149084951,15056.739367264732,18935.012234502563
262,2015-03-29,28012.500863675545,26066.92719746365,29862.543179086064
262,2015-03-30,20869.94946312928,18897.227604619668,22852.63319248819
262,2015-03-31,19485.249703700378,17593.6156868622,21343.314908844583
262,2015-04-01,22498.572541460722,20579.565294253865,24348.276834519696
262,2015-04-02,28609.340961718688,26731.85660044749,30542.121819501757
262,2015-04-03,36167.56173849677,34201.154379738684,38123.47297121994
262,2015-04-04,22277.725530496893,20402.69299399633,24165.237313903443
262,2015-04-05,25815.891211149512,23893.15250829082,27800.81708455626
262,2015-04-06,32279.460185965057,30248.63662499972,34242.03347886541
262,2015-04-07,19420.873755789256,17504.15464442834,21481.776484931535
262,2015-04-08,16603.792343158097,14765.134383902063,18618.69892666812
262,2015-04-09,16840.078875633695,14757.464360862516,18739.364474802052
262,2015-04-10,18754.296482312468,16767.274062334844,20836.715253530383
262,2015-04-11,17260.533566907354,15238.601642306676,19196.07020629265
262,2015-04-12,28275.49785716385,26362.10592770035,30314.185373140434
262,2015-04-13,21082.42542427901,19127.72666088717,23086.05652891704
262,2015-04-14,19640.587463307405,17673.967686616896,21482.743752795708
262,2015-04-15,19412.109959097033,17543.33849856682,21376.762608301007
262,2015-04-16,19611.02779934274,17872.572433312405,21511.656358150674
262,2015-04-17,21492.24166857414,19651.65155693103,23435.555190280415
262,2015-04-18,17078.45403118895,15068.071272870395,18978.47432678317
262,2015-04-19,28073.25516427274,26062.735743495417,29869.62954369524
262,2015-04-20,17974.734966690743,16159.557707409425,19851.471012563103
262,2015-04-21,16528.984955401385,14716.49094630969,18381.839146251205
262,2015-04-22,16305.981865834608,14331.604437398237,18272.171218813066
262,2015-04-23,16520.05500818339,14454.205523966446,18498.852305922224
262,2015-04-24,18426.18637795816,16445.794703550106,20278.86675342792
262,2015-04-25,16939.22640591272,15022.97939286889,18939.51442982258
262,2015-04-26,27977.63963102167,26080.422887224555,29832.854506066153
262,2015-04-27,20822.81795463602,19032.55762039777,22753.310906758583
262,2015-04-28,19435.407229348406,17538.844334188034,21173.740898716394
262,2015-04-29,20349.52943264985,18414.335566071473,22285.47079124564
262,2015-04-30,24599.830208925523,22608.241232872453,26513.699964432286
262,2015-05-01,35978.281888548096,34078.41792780484,38074.57114581644
262,2015-05-02,21060.10367246934,19179.616280000675,23009.898679023147
262,2015-05-03,28337.36111351452,26477.505588108696,30188.062358900555
262,2015-05-04,21250.047891518505,19207.564256581903,23079.081631120163
262,2015-05-05,19925.650860998914,18013.29791703336,21734.571023274086
262,2015-05-06,19823.40998587662,17880.679190398492,21708.21977143918
262,2015-05-07,20154.53304574723,18250.633856000346,22023.236301235225
262,2015-05-08,22171.050096047406,20130.26264763385,24063.700291269764
262,2015-05-09,17891.68746563592,16012.969371286541,19887.566013484266
262,2015-05-10,29018.97845711917,27003.48601886261,30822.384919657816
262,2015-05-11,19044.06731472991,16994.32303639386,21091.71350000162
262,2015-05-12,19739.851097608916,17748.094730403103,21636.048463951098
262,2015-05-13,21304.067781626236,19221.49428943598,23140.553779985356
262,2015-05-14,36037.40828678245,34141.565812036606,37946.72453990405
262,2015-05-15,22144.507887605214,20050.39936990659,24082.89818945139
262,2015-05-16,18428.060729558405,16572.7683613478,20251.778378019248
262,2015-05-17,29494.652291175305,27651.953940197083,31520.27506917322
262,2015-05-18,22343.837756778063,20642.387228444735,24255.02521090071
262,2015-05-19,20938.276270901773,19039.439116107314,23002.809701641956
262,2015-05-20,20738.76158140631,18753.128067350124,22599.009184913397
262,2015-05-21,20958.727821291206,19053.702360043142,22820.729767912017
262,2015-05-22,22852.92635140594,20942.483007213952,24915.505930779582
262,2015-05-23,20201.957169654026,18217.56863178489,22161.19237382169
262,2015-05-24,33191.54335217451,31215.60879355073,35084.76923600506
262,2015-05-25,33074.44573258235,31108.913748256742,35008.828372188356
262,2015-05-26,20255.94393594861,18344.77114286844,22149.79108366133
262,2015-05-27,17599.42717489233,15698.045348111973,19502.886183967083
262,2015-05-28,17775.090512863822,15781.995362743104,19820.76402090279
262,2015-05-29,19635.495330440343,17699.496593451135,21596.671831908945
262,2015-05-30,18095.17741165149,16240.03062195263,20017.02952341949
262,2015-05-31,29075.914898811014,27195.476703648892,31044.768748403232
262,2015-06-01,21854.616545457484,19893.52396190672,23950.57133564031
262,2015-06-02,20396.727465127253,18390.216725946757,22306.533150780262
262,2015-06-03,20163.382940269,18231.116001724393,22164.770451759585
262,2015-06-04,20368.074943942465,18393.28164819418,22373.405524579965
262,2015-06-05,22265.21334187296,20298.244786724972,24076.582366142196
262,2015-06-06,17874.42119290636,15913.317948378663,19697.32181573962
262,2015-06-07,28902.84755935622,26975.59131967914,30885.024992001698
262,2015-06-08,18838.066892809642,16821.868886434357,20741.41994941716
262,2015-06-09,17431.035718194915,15492.754110221818,19360.69655042697
262,2015-06-10,17247.61318479322,15395.05024505656,19203.59337431258
262,2015-06-11,17499.45265585094,15692.19060109214,19379.17634228591
262,2015-06-12,19439.29252434318,17511.63758369772,21433.256293416096
262,2015-06-13,17978.272868146618,16029.258750406763,19971.637022972773
262,2015-06-14,29036.220111720075,27230.012016402707,31052.989736058633
262,2015-06-15,21885.061302480397,20037.57718348081,23698.70271952941
262,2015-06-16,20489.154546285463,18509.0306688896,22353.981212059163
262,2015-06-17,20306.910572428245,18480.41053078184,22239.32834956656
262,2015-06-18,20549.708396457147,18467.57062102097,22375.148638780676
262,2015-06-19,22470.403025820317,20442.239199801563,24372.53446843815
262,2015-06-20,18086.909461081766,16056.886157415687,20030.36916349004
262,2015-06-21,29107.17724900238,27198.952702874303,30960.255870265708
262,2015-06-22,19016.179131476434,17229.66688609715,21027.12587346312
262,2015-06-23,17567.271818106987,15583.675326699424,19472.715553962324
262,2015-06-24,17326.725831676515,15411.580495777156,19250.203402654664
262,2015-06-25,17507.548200425827,15567.092841478412,19575.635004805175
262,2015-06-26,19364.42163728668,17453.384922382527,21169.70847196099
262,2015-06-27,17810.40118752969,15754.120159478152,19631.719111222563
262,2015-06-28,28768.977916130745,26707.42246795755,30873.228274897567
262,2015-06-29,21512.852163281714,19704.040518985625,23407.090757340047
262,2015-06-30,20011.017487916342,18102.30453923403,21848.138318014844
262,2015-07-01,19724.679720213695,17924.415342711,21689.65421086975
262,2015-07-02,19868.257422957166,17841.28726933638,21707.25312752006
262,2015-07-03,21697.682534046973,19831.79107325222,23633.583566549536
262,2015-07-04,17233.13480816903,15388.50209890954,19187.48324235595
262,2015-07-05,28186.559243009564,26296.49193966495,30164.144415951745
262,2015-07-06,18042.648027652056,16068.507910705373,19846.93854137838
262,2015-07-07,16558.535185338853,14681.328965596047,18517.45611480308
262,2015-07-08,16301.293324159811,14515.300319961825,18283.561089905103
262,2015-07-09,16484.67413392131,14632.776872681854,18408.557673494954
262,2015-07-10,18363.71212672356,16423.54389758875,20244.83280966029
262,2015-07-11,16850.8465056765,14882.600686764252,18728.762208983913
262,2015-07-12,27869.83681434325,25982.60827239701,29886.94041285785
262,2015-07-13,20689.993673416437,18753.059786044512,22665.030070392015
262,2015-07-14,19280.13740388423,17258.159132183966,21164.884797292518
262,2015-07-15,19098.95483776284,17132.356530605703,21015.235468701456
262,2015-07-16,19358.239816244608,17382.113900411052,21503.373452630174
262,2015-07-17,21311.152393805216,19225.34528363325,23367.58549835461
262,2015-07-18,16974.274845581556,15071.32982823754,18931.39407527333
262,2015-07-19,28057.843540068963,26092.077042571385,29940.413484748038
262,2015-07-20,18040.89113972213,16063.726998102775,19892.31027292319
262,2015-07-21,16679.432512099753,14822.550125650529,18452.416134842944
262,2015-07-22,16537.071575387596,14634.6688399342,18445.136326103704
262,2015-07-23,16824.78434444895,14895.247409712556,18813.4357049685
262,2015-07-24,18795.289838814107,16948.7703654636,20716.73702777787
262,2015-07-25,17358.6745989458,15448.55112499837,19243.9406489098
262,2015-07-26,28438.21024792047,26598.304574269063,30319.547382254474
262,2015-07-27,21300.062696018478,19469.831091515745,23284.184531906416
262,2015-07-28,19914.116836255784,17902.89843144649,21828.55201138009
262,2015-07-29,19738.733158865565,17809.77177943238,21617.11311997399
262,2015-07-30,19986.16209451405,18053.557322324843,21993.9278855657
262,2015-07-31,21910.66930407242,20105.263191907354,23769.354098050953
262,2015-08-01,17529.79721904833,15517.639091753139,19378.604494520256
262,2015-08-02,28557.17519927488,26578.075423232764,30563.08865404801
262,2015-08-03,18471.669723178493,16635.592056487974,20409.666040842294
262,2015-08-04,17033.89770951139,15088.563955318914,18990.85217197963
262,2015-08-05,16809.772859289726,14848.34285590237,18729.945212025017
262,2015-08-06,17013.158968410276,15136.845110941738,19056.339087730255
262,2015-08-07,18899.839149861164,17028.519685188083,20769.95158044502
262,2015-08-08,17382.482589125768,15560.480985115108,19198.44058360742
262,2015-08-09,28388.216825414296,26342.18075803864,30321.535557536565
262,2015-08-10,18289.52658651058,16514.395077341673,20273.823987891865
262,2015-08-11,16848.459477164157,14893.653526827107,18829.246011610372
262,2015-08-12,16630.78533843711,14793.077906852217,18577.738315154114
262,2015-08-13,16850.123398197098,14663.91768158855,18683.388475716558
262,2015-08-14,18761.761080836593,16861.527757931573,20658.839064833955
262,2015-08-15,17277.35256875558,15470.380279987723,19193.244272945743
262,2015-08-16,28323.43760886943,26475.72632572916,30282.889348223365
262,2015-08-17,18269.992795176062,16292.415773766352,20117.18041885213
262,2015-08-18,16878.486507215028,15106.611228741536,18793.98374894026
262,2015-08-19,16712.692542991503,14789.863180436365,18811.044055152594
262,2015-08-20,16984.347715008847,15081.74940782501,18951.57876781448
262,2015-08-21,18946.870722427524,17089.241066801867,20709.65712582285
262,2015-08-22,17509.835357003227,15568.939256833246,19322.073050727315
262,2015-08-23,28598.46975975628,26637.717780481977,30770.205031465513
262,2015-08-24,18579.88414065371,16676.1465464425,20337.182211364718
262,2015-08-25,17214.988292180074,15351.403466102154,19211.24661335175
262,2015-08-26,17065.961736740464,15147.660183326314,18965.91655130839
262,2015-08-27,17343.432831669692,15401.761043176206,19341.484962187184
262,2015-08-28,19300.077819812603,17296.58279848757,21006.530181251874
262,2015-08-29,17844.838403628688,15935.937327288812,19778.942791245347
262,2015-08-30,28903.361638356128,26855.077452518934,30704.27792885013
262,2015-08-31,18841.85587585282,16803.657958700154,20725.600560342755
262,2015-09-01,17422.815623466577,15490.402246872965,19370.419687708738
262,2015-09-02,17209.08754921894,15201.930380305044,19068.655804477272
262,2015-09-03,17412.506760514112,15453.522433444596,19419.146603818554
262,2015-09-04,19287.30987751872,17216.40263402031,21120.69545455549
262,2015-09-05,17744.030911970734,15795.530478464823,19706.08268936624
262,2015-09-06,28710.81773602797,26871.414693141076,30687.17410668877
262,2015-09-07,18554.85604659792,16522.266455084824,20494.111329979816
262,2015-09-08,17041.846965165536,15159.867737200766,18927.217585854105
262,2015-09-09,16736.621477086814,14774.808163366479,18621.46447447575
262,2015-09-10,16853.19501321015,15011.670813495935,18654.232624029362
262,2015-09-11,18647.965354665277,16536.404721504405,20528.7119283523
262,2015-09-12,17033.26814646671,15179.073861093848,18984.166693700747
262,2015-09-13,27939.562336112354,25968.69224783564,29852.844259637586
262,2015-09-14,17734.425833260317,15822.077294075572,19757.846954183136
262,2015-09-15,16185.800701246972,14366.655899898924,18114.67106291799
262,2015-09-16,15859.181625703439,14024.35750530022,17709.94901461362
262,2015-09-17,15969.124400525741,14031.035236658865,17763.89729759217
262,2015-09-18,17772.27324223972,15870.89212498316,19710.501277125877
262,2015-09-19,16180.628210720084,14429.311799597466,18200.42397396006
262,2015-09-20,27124.65807669488,25244.569692308698,29025.18557559371
262,2015-09-21,16969.9306451418,15007.32647758722,18876.283191716127
262,2015-09-22,15484.191208259843,13523.095486271348,17477.339901635656
262,2015-09-23,15231.191536868031,13330.62041051667,17143.414063758144
262,2015-09-24,15423.717688999417,13430.211618787724,17284.058739853994
262,2015-09-25,17316.509219122738,15440.869512899437,19180.770265935203
262,2015-09-26,15819.296286898145,13894.246604992688,17720.274893088535
262,2015-09-27,26860.89140601305,24901.70432442742,28613.882408581903
262,2015-09-28,16803.498117363375,14908.180017488807,18737.366822098797
262,2015-09-29,15413.65741853041,13483.396375319091,17421.235868359374
262,2015-09-30,15252.74208082242,13358.65051910891,17076.215489884482
262,2015-10-01,18662.258154848514,16673.948952346327,20406.100844010063
262,2015-10-02,22311.79138556991,20389.8061494532,24288.314191648384
262,2015-10-03,33031.3613194888,30999.341368965866,34865.604681678466
262,2015-10-04,30420.251186928625,28297.803113150017,32199.45709913466
262,2015-10-05,17165.32810335767,15240.261502087857,19197.757714547184
262,2015-10-06,15810.436088081286,14050.573568046346,17780.98042544344
262,2015-10-07,15671.901333086056,13807.917615365524,17543.55061590552
262,2015-10-08,15960.43848299584,14064.551162470205,17811.658771445538
262,2015-10-09,17929.367381779422,16003.424325630123,19886.75458426857
262,2015-10-10,16487.114120228984,14502.304967475693,18421.512297046793
262,2015-10-11,27563.16230893505,25695.604526168892,29431.60374743807
262,2015-10-12,17517.60043627097,15661.94773158383,19560.028297262463
262,2015-10-13,16119.670036729549,14294.863804059847,17956.7440198559
262,2015-10-14,15931.444268902764,13822.223631298746,17743.274717152595
262,2015-10-15,16165.302202520028,14237.398230255165,18274.923839180647
262,2015-10-16,18076.37623523772,16145.141510873484,19955.824324597856
262,2015-10-17,16574.719343290264,14673.98465306425,18505.159978828724
262,2015-10-18,27592.12851536444,25725.704171898306,29526.145206400193
262,2015-10-19,17489.26360163042,15657.486273571898,19344.130524088436
262,2015-10-20,16037.959529918202,14192.350528934367,17963.270655409407
262,2015-10-21,15801.472159182833,13831.700107476203,17767.295135621996
262,2015-10-22,15993.396702683234,14140.0501562469,17908.7808295563
262,2015-10-23,17869.93202774846,15943.608051930234,19715.018219127636
262,2015-10-24,16341.744836107615,14475.941002082422,18159.389458171663
262,2015-10-25,27341.703448765897,25305.761372617242,29253.19457229046
262,2015-10-26,17229.612522536114,15299.754272885635,19288.249429396114
262,2015-10-27,15778.338417572362,13876.542198174857,17548.951328785013
262,2015-10-28,15550.674565123034,13590.431125234772,17540.539829815803
262,2015-10-29,15759.757721368785,13794.33510583997,17888.803739900006
817,2013-02-04,30219.630936353242,28511.864969423055,32001.894606281883
817,2013-02-05,28696.808371678053,27052.732359852194,30386.403953292178
817,2013-02-06,27584.850619675435,25767.96255366211,29319.590901247615
817,2013-02-07,27085.38306286264,25233.605561197455,28766.548937499938
817,2013-02-08,26156.09281330302,24330.456968014627,28062.699626545666
817,2013-02-09,16422.03890150226,14722.086111425719,18234.60426127616
817,2013-02-11,25417.26971568145,23736.780812085166,27113.73985332663
817,2013-02-12,23810.989494534006,22045.92792494207,25630.044077154016
817,2013-02-13,22624.123645039857,20933.19070472312,24511.308889297587
817,2013-02-14,22059.02171713593,20278.186666979353,23885.53934134995
817,2013-02-15,21077.25012093272,19317.968096840308,22819.564159004593
817,2013-02-16,16052.570429348909,14299.133757830263,17769.247969298685
817,2013-02-18,29692.712042021183,27961.39757557393,31361.70458752725
817,2013-02-19,28082.463375684154,26343.811932034896,29891.243079722262
817,2013-02-20,26902.08027813641,25203.81760958585,28607.068876161433
817,2013-02-21,26352.379885285547,24393.31252837076,28120.539437861302
817,2013-02-22,25396.66473460229,23522.610308811036,27103.27580211471
817,2013-02-23,15706.313067899751,13885.432421604917,17479.788223466796
817,2013-02-25,24685.329553382948,22896.85485987759,26427.145806358658
817,2013-02-26,23129.740479621472,21283.222253433352,24894.627488042788
817,2013-02-27,22004.50155607364,20404.235667459296,23906.73136395911
817,2013-02-28,21508.266563325476,19727.98147856592,23267.241116050645
817,2013-03-01,20605.76442169329,18760.606730488646,22486.92744566562
817,2013-03-02,15688.467388228428,13950.413199837474,17506.41601257177
817,2013-03-04,29414.97900178212,27505.42202766779,31039.93617103679
817,2013-03-05,27893.024821479772,26174.437067802122,29603.187731285594
817,2013-03-06,26793.889379464403,25050.134839641167,28561.69250106229
817,2013-03-07,26315.349525723293,24530.86009797366,28059.965092787155
817,2013-03-08,25424.99531078907,23680.757038758707,27106.431115982276
817,2013-03-09,15840.099522545437,14024.997744758928,17580.4060956419
817,2013-03-11,24838.95730391409,23155.67832254663,26569.355249343185
817,2013-03-12,23311.691746510343,21505.822041566073,25186.828975960663
817,2013-03-13,22202.18427552618,20481.68271735485,23899.865413140364
817,2013-03-14,21708.68418041276,19758.893934516567,23427.533485030406
817,2013-03-15,20802.82872866585,19118.647986355223,22591.894506892088
817,2013-03-16,15897.875515785745,14099.21639314367,17553.66053705763
817,2013-03-18,29500.58268064107,27630.099070803677,31144.516273467623
817,2013-03-19,27960.390652062288,26190.034313689128,29608.541359072173
817,2013-03-20,26840.50239784915,25124.930069480502,28598.81771627099
817,2013-03-21,26339.414585104467,24617.895127609638,28081.721765016042
817,2013-03-22,25432.346112785915,23597.731833811904,27177.637669651656
817,2013-03-23,15885.295359675158,14093.104402068888,17683.12926944449
817,2013-03-25,29474.662657175875,27833.863214977482,31370.875170032545
817,2013-03-26,27960.476870073308,26280.914945227152,29732.99801516053
817,2013-03-27,31462.245871012532,29894.805834152954,33310.54652110065
817,2013-03-28,31796.60270138919,30170.01766464602,33498.66334943863
817,2013-03-30,18570.19939876345,16783.840248247136,20201.523946527992
817,2013-04-02,24139.73281219607,22259.329089954987,25791.974193868617
817,2013-04-03,22545.00538758118,20826.42745326627,24337.404972761055
817,2013-04-04,22121.12304962416,20397.709624889692,24034.71647450515
817,2013-04-05,21294.399065522997,19421.924713039814,22986.380105919143
817,2013-04-06,16507.268454655186,14712.446867409975,18170.31138297185
817,2013-04-08,30151.6296437087,28396.655035789518,31830.24251351659
817,2013-04-09,28702.867171878363,26926.633619056403,30419.668136340828
817,2013-04-10,27667.549122268614,25912.005329945518,29454.128293170485
817,2013-04-11,27240.383940921958,25588.031654005314,28907.771019792825
817,2013-04-12,26403.352521269117,24652.99743572351,28199.515531136363
817,2013-04-13,16991.195388659136,15206.834384393524,18596.65363724828
817,2013-04-15,25921.34840136545,24144.494234652808,27612.14594298253
817,2013-04-16,24437.960426826365,22737.70414671406,26233.0986607522
817,2013-04-17,23361.039353902946,21670.164286784315,25126.382683272328
817,2013-04-18,22885.741718335503,21160.18727915891,24672.978906344477
817,2013-04-19,21998.118178666027,20200.704743987626,23696.544974518252
817,2013-04-20,17162.37747214789,15489.433761791292,18949.979761517778
817,2013-04-22,30551.02088056455,28616.72663070597,32372.660891329728
817,2013-04-23,29013.35007999413,27318.404205402487,30812.874322930806
817,2013-04-24,27883.804915199784,26159.105149868763,29617.314206796997
817,2013-04-25,27358.19117957836,25654.142025185978,29141.699258398407
817,2013-04-26,26426.60103195216,24681.66618592158,28132.867980619332
817,2013-04-27,16973.088459251365,15252.839765377237,18772.714034245193
817,2013-04-29,30656.32674116608,28789.246694951515,32397.436230655723
817,2013-04-30,31259.10386873643,29516.69109636795,33045.07904423189
817,2013-05-02,29617.55001748693,27877.582055216273,31347.853543429366
