Store,ABC_Class,XYZ_Class,Scenario,Avg_Daily_Demand,Safety_Stock,Carrying_Cost,Stockout_Cost,Total_Cost
921,A,Y,Base,9581.817708333334,48366.7909969231,12091.697749230774,0.0,12091.697749230774
922,A,Y,Base,7385.339160839161,35639.198384480755,8909.799596120189,0.0,8909.799596120189
923,A,X,Base,5287.381034482759,25026.7452166505,6256.686304162625,0.0,6256.686304162625
924,B,Y,Base,4811.342013888889,17061.896692052367,4265.474173013092,0.0,4265.474173013092
925,A,Y,Base,6708.047619047619,33047.08448293858,8261.771120734646,0.0,8261.771120734646
926,A,Y,Base,7193.956597222223,35640.33256207543,8910.083140518858,0.0,8910.083140518858
927,A,Y,Base,6570.256590509666,33349.70961719301,8337.427404298252,0.0,8337.427404298252
928,A,Y,Base,7965.463541666667,40058.19672651143,10014.549181627857,0.0,10014.549181627857
929,A,Y,Base,5822.437931034483,28364.16381242981,7091.040953107453,0.0,7091.040953107453
930,A,Y,Base,7263.100694444444,35585.67379820843,8896.418449552108,0.0,8896.418449552108
931,C,Y,Base,3610.3815384615386,10154.400597918095,2538.6001494795237,0.0,2538.6001494795237
932,A,Y,Base,7385.064133016627,36329.919342989124,9082.479835747281,0.0,9082.479835747281
933,A,Y,Base,7332.708333333333,37376.97510916521,9344.243777291302,0.0,9344.243777291302
934,A,Y,Base,6783.447916666667,33685.9232880709,8421.480822017726,0.0,8421.480822017726
935,A,Y,Base,5660.043103448276,28391.384026786556,7097.846006696639,0.0,7097.846006696639
936,A,Y,Base,7097.871527777777,34239.05018303651,8559.762545759128,0.0,8559.762545759128
937,A,Y,Base,7114.256055363322,35019.123812933605,8754.780953233401,0.0,8754.780953233401
938,A,Y,Base,9428.76551724138,45536.44401677268,11384.11100419317,0.0,11384.11100419317
939,A,Y,Base,5984.883680555556,29358.233718822285,7339.558429705571,0.0,7339.558429705571
940,A,Y,Base,7211.821180555556,35814.32970850535,8953.582427126337,0.0,8953.582427126337
941,C,Y,Base,4927.583333333333,13327.483108179049,3331.8707770447622,0.0,3331.8707770447622
942,A,Y,Base,5974.949826989619,29413.582619235054,7353.3956548087635,0.0,7353.3956548087635
943,A,Y,Base,6946.904513888889,33696.46431666667,8424.116079166668,0.0,8424.116079166668
944,A,Y,Base,8128.996551724138,40479.98136932046,10119.995342330116,0.0,10119.995342330116
945,B,Y,Base,4413.706896551724,15350.65351209932,3837.66337802483,0.0,3837.66337802483
946,B,Y,Base,4200.772569444444,14719.114864220483,3679.7787160551206,0.0,3679.7787160551206
947,A,Y,Base,8569.263620386644,41390.764349631856,10347.691087407964,0.0,10347.691087407964
948,A,Y,Base,6696.273255813953,32881.772207444046,8220.443051861012,0.0,8220.443051861012
949,A,Y,Base,5345.172413793103,27372.80996210031,6843.202490525077,0.0,6843.202490525077
950,A,Y,Base,5761.910994764398,28625.410967179112,7156.352741794778,0.0,7156.352741794778
951,A,Y,Base,7683.060763888889,37626.710676476774,9406.677669119194,0.0,9406.677669119194
952,B,X,Base,6730.528571428571,22890.22973723146,5722.557434307865,0.0,5722.557434307865
953,A,Y,Base,5321.143598615917,27453.646239973583,6863.411559993396,0.0,6863.411559993396
954,A,Y,Base,7017.654513888889,35158.1072388532,8789.5268097133,0.0,8789.5268097133
955,B,Y,Base,4645.4375,16439.40493978558,4109.851234946395,0.0,4109.851234946395
956,C,Y,Base,4035.2160278745646,11665.308710307532,2916.327177576883,0.0,2916.327177576883
957,A,Y,Base,7815.213793103449,39569.254756268936,9892.313689067234,0.0,9892.313689067234
958,B,Y,Base,4302.129310344828,14832.336231262665,3708.0840578156663,0.0,3708.0840578156663
959,A,Y,Base,6997.115517241379,34677.77631676089,8669.444079190222,0.0,8669.444079190222
960,A,Y,Base,6682.477508650519,33054.12807072006,8263.532017680014,0.0,8263.532017680014
961,A,Y,Base,6526.543402777777,31716.695203264375,7929.173800816094,0.0,7929.173800816094
962,A,Y,Base,6666.769094138544,33790.99865627745,8447.749664069363,0.0,8447.749664069363
963,A,Y,Base,10717.902777777777,57173.20952365339,14293.302380913348,0.0,14293.302380913348
964,A,Y,Base,9965.366666666667,48784.51370495031,12196.128426237578,0.0,12196.128426237578
965,A,Y,Base,8653.103806228373,43394.07556428554,10848.518891071384,0.0,10848.518891071384
966,B,Y,Base,4799.310763888889,16471.043671822223,4117.760917955556,0.0,4117.760917955556
967,A,Y,Base,8774.440972222223,43163.728032763385,10790.932008190846,0.0,10790.932008190846
968,A,Y,Base,7161.751736111111,35249.76463653085,8812.441159132712,0.0,8812.441159132712
969,C,Y,Base,3443.2025316455697,9290.140534683884,2322.535133670971,0.0,2322.535133670971
970,C,Y,Base,3327.584775086505,9453.900939373043,2363.4752348432608,0.0,2363.4752348432608
971,A,Y,Base,8175.240484429066,40483.70062666044,10120.92515666511,0.0,10120.92515666511
972,C,Y,Base,3483.5270541082164,10356.570461558205,2589.1426153895513,0.0,2589.1426153895513
973,A,Y,Base,6265.947916666667,31349.04423970816,7837.26105992704,0.0,7837.26105992704
974,A,X,Base,11228.088095238096,53864.731790365215,13466.182947591304,0.0,13466.182947591304
975,A,Y,Base,7753.921875,38325.97486152376,9581.49371538094,0.0,9581.49371538094
976,A,Y,Base,6994.043402777777,35274.52995949744,8818.63248987436,0.0,8818.63248987436
977,C,Y,Base,4867.5059382422805,14040.049200533946,3510.0123001334864,0.0,3510.0123001334864
978,A,Y,Base,7162.222222222223,35486.59086950425,8871.647717376063,0.0,8871.647717376063
979,A,Y,Base,6193.435986159169,30995.59182100318,7748.897955250795,0.0,7748.897955250795
980,A,Y,Base,7113.217013888889,35383.15339092004,8845.78834773001,0.0,8845.78834773001
981,A,Y,Base,7300.433275563259,36247.29312446239,9061.823281115598,0.0,9061.823281115598
982,A,Y,Base,8050.447916666667,40296.78925475439,10074.197313688597,0.0,10074.197313688597
983,A,Y,Base,10735.945709281961,54103.74981224921,13525.937453062303,0.0,13525.937453062303
984,A,Y,Base,6008.522648083624,30155.729993665074,7538.932498416269,0.0,7538.932498416269
985,A,Y,Base,8367.984347826086,41515.15837337954,10378.789593344885,0.0,10378.789593344885
986,A,Y,Base,6393.251318101933,32445.78519887786,8111.446299719465,0.0,8111.446299719465
987,A,Y,Base,6867.244827586207,34502.14144413466,8625.535361033664,0.0,8625.535361033664
988,B,Y,Base,4745.1,16207.150470951845,4051.787617737961,0.0,4051.787617737961
989,C,Y,Base,5227.297619047619,14208.627909320334,3552.1569773300835,0.0,3552.1569773300835
990,A,Y,Base,6440.237847222223,31871.185646486436,7967.796411621609,0.0,7967.796411621609
991,A,Y,Base,5646.267361111111,27548.606239389846,6887.151559847462,0.0,6887.151559847462
992,A,Y,Base,5784.467013888889,28572.954352923825,7143.238588230956,0.0,7143.238588230956
993,A,Y,Base,7582.026041666667,37760.57182983064,9440.14295745766,0.0,9440.14295745766
994,B,Y,Base,4417.777777777777,16268.854979325011,4067.213744831253,0.0,4067.213744831253
995,A,Y,Base,9215.845486111111,44959.784929989066,11239.946232497266,0.0,11239.946232497266
996,A,Y,Base,6361.410301953819,32515.22996347224,8128.80749086806,0.0,8128.80749086806
997,B,Y,Base,5184.6193771626295,18450.041698306897,4612.510424576724,0.0,4612.510424576724
998,B,Y,Base,4282.285217391304,14594.844654564567,3648.711163641142,0.0,3648.711163641142
999,A,Y,Base,9231.930555555555,47233.06217503842,11808.265543759606,0.0,11808.265543759606
1000,A,Y,Base,7482.05,36144.142349528185,9036.035587382046,0.0,9036.035587382046
1001,A,Y,Base,5318.053633217993,27110.66184333601,6777.665460834002,0.0,6777.665460834002
1002,A,Y,Base,5932.736206896552,28825.583183103554,7206.3957957758885,0.0,7206.3957957758885
1003,A,Y,Base,7436.616319444444,38313.87604662796,9578.46901165699,0.0,9578.46901165699
1004,C,Y,Base,4997.192857142857,13647.87013448874,3411.967533622185,0.0,3411.967533622185
1005,A,Y,Base,6221.170138888889,30141.051827629337,7535.262956907334,0.0,7535.262956907334
1006,A,Y,Base,6261.1750433275565,30801.595969561582,7700.3989923903955,0.0,7700.3989923903955
1007,A,Y,Base,6952.244827586207,34417.61223223183,8604.403058057958,0.0,8604.403058057958
1008,A,Y,Base,5303.172413793103,26111.829609475273,6527.957402368818,0.0,6527.957402368818
1009,C,Y,Base,4769.566666666667,12784.13561047129,3196.0339026178226,0.0,3196.0339026178226
1010,A,Y,Base,8765.21724137931,43381.34700347786,10845.336750869465,0.0,10845.336750869465
1011,A,Y,Base,8119.168402777777,40038.220428627,10009.55510715675,0.0,10009.55510715675
1012,B,Y,Base,6128.016666666666,20976.475197365206,5244.118799341301,0.0,5244.118799341301
1013,C,Y,Base,4062.512152777778,11372.053968546647,2843.0134921366616,0.0,2843.0134921366616
1014,A,Y,Base,12523.572916666666,64942.10405353849,16235.526013384622,0.0,16235.526013384622
1015,A,Y,Base,6026.388888888889,29631.67887718079,7407.919719295198,0.0,7407.919719295198
1016,A,Y,Base,5347.347222222223,27642.518949460406,6910.629737365101,0.0,6910.629737365101
1017,A,Y,Base,7324.490265486726,35841.701818101144,8960.425454525286,0.0,8960.425454525286
1018,A,Y,Base,11832.603448275862,58092.877615783415,14523.219403945854,0.0,14523.219403945854
1019,A,Y,Base,9249.731591448932,46119.2462975511,11529.811574387775,0.0,11529.811574387775
1020,A,Y,Base,9118.64705882353,43971.23099074817,10992.807747687042,0.0,10992.807747687042
1021,A,X,Base,8793.936395759718,41908.20596038656,10477.05149009664,0.0,10477.05149009664
1022,A,Y,Base,7304.354166666667,36516.84186026477,9129.210465066193,0.0,9129.210465066193
1023,A,Y,Base,6287.0625,31590.2057846563,7897.551446164075,0.0,7897.551446164075
1024,A,Y,Base,6158.248275862069,29973.732590545977,7493.433147636494,0.0,7493.433147636494
1025,A,X,Base,7422.848432055749,35554.056007215724,8888.514001803931,0.0,8888.514001803931
1026,A,Y,Base,9485.708333333334,47438.66082002818,11859.665205007044,0.0,11859.665205007044
1027,A,Y,Base,13188.256532066509,65661.26117201541,16415.315293003852,0.0,16415.315293003852
1028,B,Y,Base,4672.100694444444,17219.3194168302,4304.82985420755,0.0,4304.82985420755
1029,A,Y,Base,5401.239168110918,27958.33925809359,6989.584814523398,0.0,6989.584814523398
1030,C,Y,Base,3637.4454072790295,10592.303441515605,2648.0758603789013,0.0,2648.0758603789013
1031,B,Y,Base,4836.201388888889,17220.81071800287,4305.202679500718,0.0,4305.202679500718
1032,A,Y,Base,9139.580589254767,46343.0436256921,11585.760906423026,0.0,11585.760906423026
1033,A,Y,Base,13777.570689655173,67323.23641980872,16830.80910495218,0.0,16830.80910495218
1034,A,Y,Base,6531.595486111111,34763.325485436566,8690.831371359141,0.0,8690.831371359141
1035,B,Y,Base,4917.888888888889,18285.1296166467,4571.282404161675,0.0,4571.282404161675
1036,B,Y,Base,4903.838541666667,16846.655543876055,4211.663885969014,0.0,4211.663885969014
1037,A,Y,Base,7071.729636048527,34805.50770565686,8701.376926414216,0.0,8701.376926414216
1038,B,Y,Base,5953.411904761905,20594.291153324728,5148.572788331182,0.0,5148.572788331182
1039,A,Y,Base,8234.139084507042,41188.44360880258,10297.110902200646,0.0,10297.110902200646
1040,A,Y,Base,8704.352430555555,43345.1489182548,10836.2872295637,0.0,10836.2872295637
1041,B,X,Base,6085.761904761905,20568.68733276572,5142.17183319143,0.0,5142.17183319143
1042,C,Y,Base,4141.782986111111,11400.862158787619,2850.2155396969047,0.0,2850.2155396969047
1043,A,Y,Base,8975.279029462738,44509.986095238215,11127.496523809554,0.0,11127.496523809554
1044,A,Y,Base,6703.766956521739,32846.92580043825,8211.731450109563,0.0,8211.731450109563
1045,A,Y,Base,7606.853881278539,38720.08965849491,9680.022414623727,0.0,9680.022414623727
1046,A,Y,Base,8620.076256499133,43124.299201999034,10781.074800499759,0.0,10781.074800499759
1047,B,Y,Base,4856.980836236934,17219.175724194527,4304.793931048632,0.0,4304.793931048632
1048,A,Y,Base,6763.598275862069,33776.053113975744,8444.013278493936,0.0,8444.013278493936
1049,C,Y,Base,3998.9285714285716,10686.394265391076,2671.598566347769,0.0,2671.598566347769
1050,A,Y,Base,7461.309688581315,36851.258146378736,9212.814536594684,0.0,9212.814536594684
1051,A,Y,Base,7423.808510638298,36755.811805026264,9188.952951256566,0.0,9188.952951256566
1052,A,Y,Base,7304.850694444444,36168.02034435547,9042.005086088868,0.0,9042.005086088868
1053,A,Y,Base,8989.110344827586,44889.780717953436,11222.445179488359,0.0,11222.445179488359
1054,A,Y,Base,5998.9068965517245,30030.190529964286,7507.547632491071,0.0,7507.547632491071
1055,A,Y,Base,7978.360967184802,39077.522433987186,9769.380608496796,0.0,9769.380608496796
1056,C,Y,Base,3624.7315914489313,9872.101416498313,2468.0253541245784,0.0,2468.0253541245784
1057,A,Y,Base,6452.415517241379,31316.34072243997,7829.085180609993,0.0,7829.085180609993
1058,A,Y,Base,7279.371527777777,36365.890673207694,9091.472668301923,0.0,9091.472668301923
1059,A,Y,Base,8342.95172413793,40484.57854699259,10121.144636748148,0.0,10121.144636748148
1060,A,Y,Base,7311.065972222223,35996.7593260664,8999.1898315166,0.0,8999.1898315166
1061,A,Y,Base,7199.627826086957,35152.43153049022,8788.107882622555,0.0,8788.107882622555
1062,A,Y,Base,6423.446180555556,32038.112307861164,8009.528076965291,0.0,8009.528076965291
1063,B,Y,Base,4190.925862068965,14589.446311485279,3647.3615778713197,0.0,3647.3615778713197
1064,A,Y,Base,9364.501736111111,45433.30778906922,11358.326947267306,0.0,11358.326947267306
1065,C,Y,Base,4183.566666666667,11397.78296040327,2849.4457401008176,0.0,2849.4457401008176
1066,A,X,Base,11174.005208333334,53388.86144247467,13347.215360618668,0.0,13347.215360618668
1067,B,Y,Base,5617.938095238095,19280.745920937516,4820.186480234379,0.0,4820.186480234379
1068,B,Y,Base,4412.366956521739,15317.847101578816,3829.461775394704,0.0,3829.461775394704
1069,A,Y,Base,6284.10553633218,32407.25207279779,8101.8130181994475,0.0,8101.8130181994475
1070,A,Y,Base,6997.937931034483,34475.654538733215,8618.913634683304,0.0,8618.913634683304
1071,A,Y,Base,6018.568965517241,29295.163504594588,7323.790876148647,0.0,7323.790876148647
1072,A,Y,Base,6748.946180555556,33696.68205343123,8424.170513357807,0.0,8424.170513357807
1073,A,Y,Base,7011.128472222223,33964.46709391397,8491.116773478492,0.0,8491.116773478492
1074,B,Y,Base,5137.376736111111,18081.022408243163,4520.255602060791,0.0,4520.255602060791
1075,A,X,Base,11421.313793103449,54062.99274376083,13515.748185940207,0.0,13515.748185940207
1076,C,Y,Base,3502.6388888888887,9574.21722796458,2393.554306991145,0.0,2393.554306991145
1077,B,Y,Base,4463.559027777777,15773.481602359583,3943.370400589896,0.0,3943.370400589896
1078,A,Y,Base,6678.300869565217,33700.70292012579,8425.175730031448,0.0,8425.175730031448
1079,A,Y,Base,8819.9723183391,44242.31527167774,11060.578817919435,0.0,11060.578817919435
1080,A,X,Base,10021.257142857143,47935.756641950065,11983.939160487516,0.0,11983.939160487516
1081,A,Y,Base,6112.375241779497,31417.97673130983,7854.494182827458,0.0,7854.494182827458
1082,A,Y,Base,7182.628472222223,35816.66795626342,8954.166989065856,0.0,8954.166989065856
1083,B,Y,Base,5001.3806228373705,17238.46352801262,4309.615882003155,0.0,4309.615882003155
1084,A,X,Base,6300.416234887737,30349.174257589755,7587.293564397439,0.0,7587.293564397439
1085,A,Y,Base,7688.68275862069,37836.104285826455,9459.026071456614,0.0,9459.026071456614
1086,A,Y,Base,8124.551903114187,42421.927615542656,10605.481903885664,0.0,10605.481903885664
1087,A,Y,Base,6189.101724137931,30018.71632047542,7504.679080118855,0.0,7504.679080118855
1088,B,Y,Base,5044.125,18041.448597126153,4510.362149281538,0.0,4510.362149281538
1089,A,Y,Base,10092.336805555555,49086.40770652346,12271.601926630865,0.0,12271.601926630865
1090,A,Y,Base,6475.401041666667,33597.96602390099,8399.491505975247,0.0,8399.491505975247
1091,A,Y,Base,8248.751724137932,40740.95863994336,10185.23965998584,0.0,10185.23965998584
1092,A,X,Base,11785.595238095239,56013.51374368874,14003.378435922185,0.0,14003.378435922185
1093,A,Y,Base,8335.586805555555,40775.86467651095,10193.966169127738,0.0,10193.966169127738
1094,C,Y,Base,4425.642857142857,11820.66054475955,2955.1651361898876,0.0,2955.1651361898876
1095,B,Y,Base,4825.358131487889,17017.050898371217,4254.262724592804,0.0,4254.262724592804
1096,A,Y,Base,5328.666666666667,26528.304484442444,6632.076121110611,0.0,6632.076121110611
1097,A,X,Base,9529.504273504273,45707.97113280692,11426.99278320173,0.0,11426.99278320173
1098,B,Y,Base,5285.645833333333,18923.204435252814,4730.801108813203,0.0,4730.801108813203
1099,A,Y,Base,7759.807228915663,38466.22152758867,9616.555381897168,0.0,9616.555381897168
1100,A,Y,Base,5492.6989436619715,28697.441586771274,7174.3603966928185,0.0,7174.3603966928185
1101,A,Y,Base,9930.881034482758,48803.799259975945,12200.949814993986,0.0,12200.949814993986
1102,A,X,Base,7008.688095238095,33566.13222892618,8391.533057231545,0.0,8391.533057231545
1103,B,Y,Base,4848.650519031142,17015.27471136182,4253.818677840455,0.0,4253.818677840455
1104,B,Y,Base,5499.257142857143,18974.476906146134,4743.6192265365335,0.0,4743.6192265365335
1105,B,Y,Base,4408.25,15958.126798882948,3989.531699720737,0.0,3989.531699720737
1106,B,Y,Base,4874.760344827586,17164.105772873103,4291.026443218276,0.0,4291.026443218276
1107,B,Y,Base,6228.220902612827,22313.370347239554,5578.342586809888,0.0,5578.342586809888
1108,A,Y,Base,5715.862847222223,30654.85083043046,7663.712707607615,0.0,7663.712707607615
1109,C,Y,Base,4954.916666666667,13617.4047877524,3404.3511969381,0.0,3404.3511969381
1110,B,Y,Base,4429.724137931034,15836.252211356998,3959.0630528392494,0.0,3959.0630528392494
1111,B,Y,Base,5372.935763888889,19135.364027697404,4783.841006924351,0.0,4783.841006924351
1112,A,Y,Base,10473.463541666666,53127.35059938016,13281.83764984504,0.0,13281.83764984504
1113,A,Y,Base,6661.934482758621,32394.737517883685,8098.684379470921,0.0,8098.684379470921
1114,A,X,Base,20506.277586206896,97687.37048818143,24421.84262204536,0.0,24421.84262204536
1115,A,Y,Base,6148.276816608996,30410.486881291883,7602.621720322971,0.0,7602.621720322971
1,B,Y,Optimistic,5540.123010380623,18989.563696742985,4747.390924185746,79127.40908304497,83874.80000723072
2,B,Y,Optimistic,5714.159655172413,20512.242105799352,5128.060526449838,81613.1063793103,86741.16690576014
3,A,Y,Optimistic,8033.390885416667,40674.45946691696,10168.61486672924,114737.77851562496,124906.3933823542
4,A,Y,Optimistic,11042.950344827585,53255.863601469006,13313.965900367251,157722.1386206895,171036.10452105675
5,B,Y,Optimistic,5422.506,20026.367439723967,5006.591859930992,77447.53134782608,82454.12320775707
6,A,Y,Optimistic,6583.8558159722215,32682.922808223237,8170.730702055809,94034.63632812495,102205.36703018076
7,A,Y,Optimistic,10173.763487972508,50495.81109136146,12623.952772840365,145307.88286082473,157931.8356336651
8,A,Y,Optimistic,6152.232327586207,31466.252620768675,7866.563155192169,87869.92693965517,95736.49009484734
9,A,Y,Optimistic,7295.354427083333,35592.82649335398,8898.206623338496,104196.69257812496,113094.89920146346
10,A,X,Optimistic,6348.676120689654,30478.159957741293,7619.539989435323,90675.65676724132,98295.19675667664
11,A,Y,Optimistic,9450.047672413792,47151.34000995814,11787.835002489535,134971.3330603447,146759.16806283424
12,A,Y,Optimistic,8691.961724137931,42963.5452772093,10740.886319302324,124143.88810344828,134884.7744227506
13,C,Y,Optimistic,5741.239140811455,16047.679450707663,4011.9198626769157,81999.87207637228,86011.7919390492
14,A,Y,Optimistic,6343.413975694443,31404.66195158017,7851.165487895042,90600.4996093749,98451.66509726994
15,A,Y,Optimistic,7642.229827586207,37404.51846684328,9351.12961671082,109150.97818965516,118502.10780636598
16,A,Y,Optimistic,8760.43,42926.379205292236,10731.594801323059,125121.79369565214,135853.3884969752
17,A,Y,Optimistic,7346.53624567474,38719.95638281461,9679.989095703653,104927.70246539784,114607.6915611015
18,A,Y,Optimistic,7438.651643598615,36863.76962140278,9215.942405350695,106243.35064878884,115459.29305413953
19,A,Y,Optimistic,7356.196614583332,36650.81791536209,9162.704478840522,105065.6777343749,114228.38221321542
20,A,Y,Optimistic,8757.316187050359,42402.5229291619,10600.630732290476,125077.32032374093,135677.9510560314
21,A,Y,Optimistic,6247.335999999999,31730.356644559553,7932.589161139888,89228.25547826082,97160.8446394007
22,C,Y,Optimistic,5159.180622009569,13956.64294147594,3489.160735368985,73686.558014354,77175.71874972299
23,A,Y,Optimistic,6350.988802083332,31756.640558716863,7939.160139679216,90708.6878906249,98647.84803030411
24,A,Y,Optimistic,10664.694704861111,52999.0791800017,13249.769795000426,152319.66132812487,165569.4311231253
25,A,Y,Optimistic,12895.117272727271,63793.783294762994,15948.445823690749,184175.91409090898,200124.3599145997
26,A,Y,Optimistic,7638.670069204152,38472.99211260546,9618.248028151365,109100.13555363318,118718.38358178455
27,A,Y,Optimistic,10854.592447916664,54699.94688127233,13674.986720318082,155031.8964843748,168706.8832046929
28,B,Y,Optimistic,6311.110915492958,23620.76614602068,5905.19153650517,90139.12764084506,96044.31917735023
29,A,Y,Optimistic,8198.791232638889,41064.352613587114,10266.088153396779,117100.12695312497,127366.21510652175
30,B,Y,Optimistic,6361.934,22328.436939471216,5582.109234867804,90865.01386956518,96447.12310443299
31,A,Y,Optimistic,6778.829655172413,33046.757353897876,8261.689338474469,96819.37137931028,105081.06071778474
32,C,Y,Optimistic,4662.97553699284,12977.446288610436,3244.361572152609,66599.45495226728,69843.81652441989
33,A,Y,Optimistic,9711.400607638887,46966.64134573718,11741.660336434295,138704.13476562485,150445.79510205914
34,A,X,Optimistic,9212.517155172412,44247.709012546045,11061.927253136511,131578.77762931018,142640.70488244668
35,A,Y,Optimistic,10839.744270833333,54238.65687405478,13559.664218513695,154819.82578124988,168379.48999976358
36,A,X,Optimistic,10667.090595238094,50471.41682431526,12617.854206078815,152353.88089285704,164971.73509893584
37,A,Y,Optimistic,8304.126083188907,41053.10841011025,10263.277102527563,118604.58340554577,128867.86050807333
38,A,Y,Optimistic,6863.371701388888,34444.33131339701,8611.082828349252,98026.8523437499,106637.93517209915
39,B,Y,Optimistic,5455.304513888888,20003.291952351643,5000.822988087911,77915.97968749993,82916.80267558784
40,B,Y,Optimistic,5860.826742160278,20130.95061928114,5032.737654820285,83707.8949912891,88740.63264610938
41,B,Y,Optimistic,5905.822261904761,20531.222944113462,5132.805736028366,84350.54839285705,89483.35412888542
42,A,Y,Optimistic,11637.033680555554,56910.98097980275,14227.745244950687,166207.1984374998,180434.9436824505
43,A,Y,Optimistic,7982.016232638888,39760.699556790205,9940.174889197551,114004.0144531249,123944.18934232244
44,A,Y,Optimistic,6365.8567241379305,31772.483198825757,7943.120799706439,90921.04060344823,98864.16140315466
45,A,Y,Optimistic,6160.71171875,30227.79207679769,7556.948019199423,87991.03476562498,95547.9827848244
46,B,Y,Optimistic,6136.317857142857,21788.772844519783,5447.193211129946,87642.62678571425,93089.81999684419
47,A,Y,Optimistic,8114.451551724138,39782.415738757925,9945.603934689481,115895.5362931034,125841.14022779289
48,C,Y,Optimistic,4619.900948275862,12377.104700601969,3094.2761751504922,65984.23745689655,69078.51363204703
49,A,Y,Optimistic,8330.856,40867.87136452231,10216.967841130578,118986.35634782602,129203.3241889566
50,B,Y,Optimistic,4851.482638888889,17014.71436683054,4253.678591707635,69291.82812499997,73545.5067167076
51,B,Y,Optimistic,7543.5865476190465,25939.94659878806,6484.986649697015,107742.09482142847,114227.0814711255
52,A,Y,Optimistic,8926.84761904762,43993.09942170014,10998.274855425036,127498.67142857143,138496.94628399645
53,B,Y,Optimistic,6064.988965517241,21341.72967581994,5335.432418954985,86623.86413793096,91959.29655688594
54,A,Y,Optimistic,9115.41265060241,45055.46217115253,11263.865542788133,130191.87198795182,141455.73753073995
55,B,Y,Optimistic,5098.371267361111,18494.554951385515,4623.638737846379,72818.04179687497,77441.68053472135
56,A,Y,Optimistic,8137.00008650519,39766.98187421017,9941.745468552543,116217.58819204148,126159.33366059403
57,A,Y,Optimistic,12710.738692579504,65325.2495607884,16331.3123901971,181542.5069787984,197873.8193689955
58,B,Y,Optimistic,6977.929572446555,24437.26529933413,6109.316324833532,99663.03758907354,105772.35391390708
59,A,Y,Optimistic,6335.940916955017,32523.546215677696,8130.886553919424,90493.76483564009,98624.65138955951
60,A,Y,Optimistic,9044.2109375,46177.89634231865,11544.474085579663,129174.92578125,140719.39986682966
61,B,Y,Optimistic,5343.6939999999995,18543.712075339965,4635.928018834991,76321.89039130432,80957.81841013931
62,A,Y,Optimistic,7438.884809027777,37032.00047835062,9258.000119587656,106246.68085937489,115504.68097896254
63,A,Y,Optimistic,7906.36698275862,39051.05614882949,9762.764037207373,112923.5458189654,122686.30985617277
64,A,Y,Optimistic,11734.124826388887,57587.63432429916,14396.90858107479,167593.9132812498,181990.8218623246
65,B,Y,Optimistic,5879.079029462738,21366.056278350457,5341.514069587614,83968.58526863078,89310.0993382184
66,A,X,Optimistic,7003.038,33637.75237174071,8409.438092935177,100021.65143478259,108431.08952771776
67,A,Y,Optimistic,8907.008,44280.53695621474,11070.134239053685,127215.30991304344,138285.44415209713
68,A,Y,Optimistic,8722.633017241378,42930.8773199208,10732.7193299802,124581.95418103438,135314.67351101458
69,A,Y,Optimistic,10983.232179930794,53628.61089576858,13407.152723942145,156869.20743944618,170276.36016338834
70,A,Y,Optimistic,7593.521379310344,37393.366582749426,9348.341645687357,108455.29448275855,117803.6361284459
71,A,Y,Optimistic,10457.778559027778,52137.52208922744,13034.38052230686,149364.358984375,162398.73950668186
72,C,Y,Optimistic,5094.491805225653,14835.945507613598,3708.9863769033996,72762.6329572446,76471.619334148
73,B,Y,Optimistic,5233.423965517241,18530.595539489274,4632.648884872318,74746.94663793103,79379.59552280336
74,A,Y,Optimistic,7254.995383275261,36043.65402553498,9010.913506383746,103620.2601480836,112631.17365446735
75,A,Y,Optimistic,6937.351206896551,33651.19148017022,8412.797870042556,99083.47267241374,107496.2705424563
76,A,Y,Optimistic,10291.573990498811,50191.916728928656,12547.979182232164,146990.52416864593,159538.5033508781
77,A,Y,Optimistic,8681.304238754325,42747.22763774931,10686.806909437328,123991.67141003454,134678.47831947188
78,C,Y,Optimistic,4256.31343154246,11747.644051924186,2936.9110129810465,60791.25922876942,63728.170241750464
79,A,Y,Optimistic,6251.593999999999,31109.759483792983,7777.439870948246,89289.0708260869,97066.51069703515
80,A,Y,Optimistic,8680.866840277777,42306.29224562661,10576.573061406652,123985.42421874985,134561.9972801565
81,A,X,Optimistic,7845.017976190476,37628.29193817715,9407.072984544287,112047.32196428564,121454.39494882993
82,A,Y,Optimistic,10339.775781249999,52231.385727606816,13057.846431901704,147678.97148437484,160736.81791627654
83,C,Y,Optimistic,4462.379340277777,11984.266872649452,2996.066718162363,63734.41796874993,66730.48468691228
84,A,Y,Optimistic,14827.515017361111,72256.98090700216,18064.24522675054,211775.5949218749,229839.84014862543
85,A,Y,Optimistic,8322.042165242165,41927.590839440585,10481.897709860146,118860.47179487172,129342.36950473186
86,B,Y,Optimistic,5427.045659722222,19207.966866668685,4801.991716667171,77512.36953124999,82314.36124791716
87,A,Y,Optimistic,6788.4817241379305,33845.60785849278,8461.401964623195,96957.22810344823,105418.63006807142
88,A,Y,Optimistic,6943.769757365684,36909.39167579987,9227.347918949967,99175.14631715765,108402.49423610761
89,B,Y,Optimistic,6819.322023809524,23376.868354128615,5844.217088532154,97397.70803571423,103241.92512424638
90,A,Y,Optimistic,9673.812,47285.5645664254,11821.39114160635,138167.2713913043,149988.66253291065
91,A,Y,Optimistic,6726.980902777777,33545.47499371152,8386.36874842788,96078.83593749994,104465.20468592782
